plan_id,experiment,case_id,provider,mode,group,actor_state,cache_state,start_band,language,device,network,role,speed,register,duration_s,resolution,fps,script_hash,audio_hash,reference_hash,consent_id,expected,actual,status
X2-29-realtime,X2,pair-29,OpenAI,realtime,,,,gaps,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-30-tts,X2,pair-30,OpenAI,tts,,,,local-adaptation,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-30-realtime,X2,pair-30,OpenAI,realtime,,,,local-adaptation,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X3-Runway-01,X3,video-new-01,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-02,X3,video-new-02,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-03,X3,video-new-03,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-04,X3,video-new-04,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-05,X3,video-new-05,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-06,X3,video-new-06,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-07,X3,video-new-07,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-08,X3,video-new-08,Runway,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-09,X3,video-new-09,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-10,X3,video-new-10,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-11,X3,video-new-11,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-12,X3,video-new-12,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-13,X3,video-new-13,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-14,X3,video-new-14,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-15,X3,video-new-15,Runway,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-16,X3,video-new-16,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-17,X3,video-new-17,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-18,X3,video-new-18,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-19,X3,video-new-19,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-20,X3,video-new-20,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-21,X3,video-new-21,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-22,X3,video-new-22,Runway,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-23,X3,video-new-23,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-24,X3,video-new-24,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-25,X3,video-new-25,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-26,X3,video-new-26,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-27,X3,video-new-27,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-28,X3,video-new-28,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-29,X3,video-new-29,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-30,X3,video-new-30,Runway,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Runway-C01,X3,video-continuous-01,Runway,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C02,X3,video-continuous-02,Runway,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C03,X3,video-continuous-03,Runway,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C04,X3,video-continuous-04,Runway,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C05,X3,video-continuous-05,Runway,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C06,X3,video-continuous-06,Runway,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C07,X3,video-continuous-07,Runway,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C08,X3,video-continuous-08,Runway,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C09,X3,video-continuous-09,Runway,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Runway-C10,X3,video-continuous-10,Runway,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-01,X3,video-new-01,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-02,X3,video-new-02,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-03,X3,video-new-03,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-04,X3,video-new-04,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-05,X3,video-new-05,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-06,X3,video-new-06,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-07,X3,video-new-07,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-08,X3,video-new-08,Simli,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-09,X3,video-new-09,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-10,X3,video-new-10,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-11,X3,video-new-11,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-12,X3,video-new-12,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-13,X3,video-new-13,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-14,X3,video-new-14,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-15,X3,video-new-15,Simli,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-16,X3,video-new-16,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-17,X3,video-new-17,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-18,X3,video-new-18,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-19,X3,video-new-19,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-20,X3,video-new-20,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-21,X3,video-new-21,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-22,X3,video-new-22,Simli,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-23,X3,video-new-23,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-24,X3,video-new-24,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-25,X3,video-new-25,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-26,X3,video-new-26,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-27,X3,video-new-27,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-28,X3,video-new-28,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-29,X3,video-new-29,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-30,X3,video-new-30,Simli,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-Simli-C01,X3,video-continuous-01,Simli,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C02,X3,video-continuous-02,Simli,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C03,X3,video-continuous-03,Simli,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C04,X3,video-continuous-04,Simli,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C05,X3,video-continuous-05,Simli,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C06,X3,video-continuous-06,Simli,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C07,X3,video-continuous-07,Simli,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C08,X3,video-continuous-08,Simli,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C09,X3,video-continuous-09,Simli,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-Simli-C10,X3,video-continuous-10,Simli,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-01,X3,video-new-01,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-02,X3,video-new-02,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-03,X3,video-new-03,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-04,X3,video-new-04,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-05,X3,video-new-05,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-06,X3,video-new-06,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-07,X3,video-new-07,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-08,X3,video-new-08,LTX,,new-task,new,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-09,X3,video-new-09,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-10,X3,video-new-10,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-11,X3,video-new-11,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-12,X3,video-new-12,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-13,X3,video-new-13,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-14,X3,video-new-14,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-15,X3,video-new-15,LTX,,new-task,new,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-16,X3,video-new-16,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-17,X3,video-new-17,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-18,X3,video-new-18,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-19,X3,video-new-19,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-20,X3,video-new-20,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-21,X3,video-new-21,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-22,X3,video-new-22,LTX,,new-task,existing,cold,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-23,X3,video-new-23,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-24,X3,video-new-24,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-25,X3,video-new-25,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-26,X3,video-new-26,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-27,X3,video-new-27,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-28,X3,video-new-28,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-29,X3,video-new-29,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-30,X3,video-new-30,LTX,,new-task,existing,warm,,,,,,,,10,720p,24,,,,,同case同OpenAI音轨hash；两独立角色及语义动作；录存重播及远端结束,未测,planned
X3-LTX-C01,X3,video-continuous-01,LTX,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C02,X3,video-continuous-02,LTX,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C03,X3,video-continuous-03,LTX,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C04,X3,video-continuous-04,LTX,,continuous,existing,warm,,,,,,,,120,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C05,X3,video-continuous-05,LTX,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C06,X3,video-continuous-06,LTX,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C07,X3,video-continuous-07,LTX,,continuous,existing,warm,,,,,,,,180,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C08,X3,video-continuous-08,LTX,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C09,X3,video-continuous-09,LTX,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X3-LTX-C10,X3,video-continuous-10,LTX,,continuous,existing,warm,,,,,,,,300,720p,24,,,,,至少两章；A-B-A；无大于1秒非教学等待；固定重播；三路线相同输入,未测,planned
X4-N001,X4,unseen-goal-001,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-01/动作-01,未测,planned
X4-N002,X4,unseen-goal-002,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-02/动作-02,未测,planned
X4-N003,X4,unseen-goal-003,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-03/动作-03,未测,planned
X4-N004,X4,unseen-goal-004,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-04/动作-04,未测,planned
X4-N005,X4,unseen-goal-005,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-05/动作-05,未测,planned
X4-N006,X4,unseen-goal-006,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-06/动作-06,未测,planned
X4-N007,X4,unseen-goal-007,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-07/动作-07,未测,planned
X4-N008,X4,unseen-goal-008,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-08/动作-08,未测,planned
X4-N009,X4,unseen-goal-009,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-09/动作-09,未测,planned
X4-N010,X4,unseen-goal-010,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-10/动作-10,未测,planned
X4-N011,X4,unseen-goal-011,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-11/动作-11,未测,planned
X4-N012,X4,unseen-goal-012,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-12/动作-12,未测,planned
X4-N013,X4,unseen-goal-013,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-13/动作-13,未测,planned
X4-N014,X4,unseen-goal-014,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-14/动作-14,未测,planned
X4-N015,X4,unseen-goal-015,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-15/动作-15,未测,planned
X4-N016,X4,unseen-goal-016,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-16/动作-16,未测,planned
X4-N017,X4,unseen-goal-017,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-17/动作-17,未测,planned
X4-N018,X4,unseen-goal-018,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-18/动作-18,未测,planned
X4-N019,X4,unseen-goal-019,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-19/动作-19,未测,planned
X4-N020,X4,unseen-goal-020,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-20/动作-20,未测,planned
X4-N021,X4,unseen-goal-021,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-21/动作-21,未测,planned
